"","G","W","ADJOE","ADJDE","BARTHAG","EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","2P_O","2P_D","3P_O","3P_D","ADJ_T","WAB","POSTSEASON","YEAR"
"2051",36,30,115.2,92.1,0.9292,52,45.2,15.3,20.2,35.5,29.4,32.5,29.1,52.1,41.4,34.5,34.4,65.4,5.6,1,2017
"2386",33,21,113.7,100.6,0.8029,53.7,49.1,16.6,14.5,28.5,26.9,35.5,29.7,51.4,47.3,38.1,34.6,71.5,0,1,2018
"2660",26,10,96,99.4,0.4012,47.2,50.3,18,17.8,20.9,26.3,26.1,28.8,48.9,50.2,29.7,33.6,67.1,-11.6,1,2021
"3752",32,13,102,106.8,0.3709,53.2,49.3,20.7,18,30.2,27.9,26.7,30.3,53.3,48,35.2,34.6,68.9,-14.8,1,2024
"3631",26,24,114.5,104.9,0.7312,54.6,51.4,12,16.7,24.2,24.8,29.2,24.7,56.3,52.9,35.3,32.7,64.8,1.2,1,2024
"2702",25,12,99.3,102.1,0.4205,52.2,53.1,18.5,19,16.6,25.6,29.8,23.9,49.7,54.1,37.2,34.4,66.2,-8.1,1,2021
"209",32,19,105.8,100.5,0.6442,48.9,48.8,16.3,19.3,31.6,30.6,36.7,33.2,51.1,47.7,29.5,33.7,70,-3.4,0,2017
"1485",30,17,105.9,104.5,0.5385,52.3,48.4,17.7,18.2,26.9,31.5,42.4,36.1,48.3,48.3,38.6,32.5,68.5,-7.3,0,2014
"837",33,22,96.7,104.7,0.2862,49.6,49.2,20.3,20.7,27.4,28.9,38.2,42.6,46.1,48,37,33.9,70.2,-9,0,2019
"3372",31,15,107.2,107,0.5035,52.6,54,16.2,17.9,22.9,31.2,33.1,36.4,49.6,55.1,38.3,34.9,69.6,-10.2,1,2023
"106",33,9,95.4,104.5,0.259,45.8,51.2,18.2,17.1,23.4,28.5,32.6,30.2,45.3,49.8,31.1,35.6,68.8,-15.8,0,2019
"3529",33,25,121.5,93.6,0.9526,55,48.7,16.1,18.1,36.3,23.1,36.7,25.7,54.6,47.8,37.1,33.4,72,4.9,1,2024
"2036",36,27,107,94.5,0.8059,52.9,47.3,17.9,21.1,23.3,28.4,48.1,30.6,52.6,46.5,35.6,32.5,63.8,0.8,1,2015
"4156",31,11,102.4,111,0.283,51.9,52,20.8,14.8,33.4,30.2,36.2,37.2,53.1,54.2,33,32.3,69.4,-14.8,1,2025
"60",35,22,107.2,96.2,0.7755,48.9,45.9,18.7,18.3,35.5,30.9,39.9,28.9,47.3,44.9,35.2,31.9,62.7,-2.3,0,2015
"1161",34,19,111.3,108.6,0.5706,54,52.9,16.2,17.4,26.9,29,35.8,28.4,49.6,52.7,39.7,35.4,67.6,-7.4,0,2019
"1266",28,7,99.8,117.8,0.1291,49.9,53.8,19.7,15.8,31.3,29.8,41.9,38.7,47.4,51.5,37.2,38.7,72.9,-16,0,2016
"3876",27,6,96.5,119.3,0.0806,46.9,54,21,13.6,29.7,33.7,36.8,28.6,47.9,55.5,29.5,34,71.5,-17.1,1,2024
"954",30,4,86.7,111.6,0.0519,41,52.7,17.4,20,27.9,33.4,31.8,46.9,40.1,52.2,28.2,36,68.5,-22.5,0,2017
"2203",32,20,110.6,94.7,0.8569,49.3,46.4,15.7,19.5,27.6,35.4,35.7,33.3,48.2,44.9,34.5,32.6,67,2.3,1,2015
"2757",23,15,101.7,108.2,0.3275,48.7,54.3,16.7,18.7,32.9,29,31.6,26.3,50.1,54.1,30.9,36.4,67.4,-9.3,1,2021
"1661",32,19,107.1,113.7,0.3359,51.9,52.4,15.8,17.5,31.5,31.5,40.4,39,51.3,50.4,35.7,38.3,67.8,-8.1,0,2014
"1552",33,18,114.3,100,0.8228,51.1,47.9,17.9,18.2,31.9,32.1,44.8,52.4,51.8,46.8,33.1,33.3,65.1,-1.6,0,2014
"3297",32,11,98.9,109.5,0.2371,50.2,51.8,21.8,16.7,28.2,26.7,31.3,34,50,52.6,33.6,33.7,64.9,-16,1,2023
"418",29,20,105.8,107.4,0.4576,54.2,47.7,17.8,15.9,26,32,41.1,31.9,53.9,47.1,36.4,32.7,73.7,-4.9,0,2016
"2954",26,21,105.3,101.7,0.5987,51,50.7,18.8,21.8,30.8,29.3,32.9,34.4,48.9,49.5,37.2,35.1,63.7,-2.3,1,2022
"2923",32,18,104.4,96.9,0.7035,46.9,45,15.2,17.9,30.1,29.6,29.6,34.5,46.7,44.2,31.4,31.2,67.7,-4.6,1,2022
"686",31,11,103.9,111.2,0.3129,47.5,51.4,18.7,21.2,36.3,37.1,41.9,51,46.6,49.9,33.2,36.2,66.7,-15.2,0,2015
"2204",34,25,110.8,91.4,0.9014,49.8,45.4,19.4,19.5,34.7,30.8,40.4,33.8,48.8,44.3,34.7,31.7,70.4,5.3,1,2016
"2549",16,5,99.4,107.9,0.2803,50.3,52.6,18.3,18.5,26.4,31.5,26.1,35.2,48.8,52.1,35.6,35.7,69,-8.4,1,2021
"813",29,14,91.6,105.6,0.1634,42.5,48.9,19.8,20.1,34.8,31.2,37.8,41.5,42,51.7,29.2,28.9,69.2,-13.1,0,2017
"4232",32,9,103,122.2,0.1229,51.5,54.7,19.6,16.3,25.7,32.9,37.7,36.9,53.2,54.1,32.8,37,68.9,-19.1,1,2025
"78",31,22,113.2,104.4,0.7173,51.5,49.6,16.5,19,31.3,33.4,37.5,37.4,48.8,50.5,37.3,32.1,68.9,-0.1,0,2016
"3412",31,17,100,101.1,0.4685,49.4,47.4,17.9,18,29.4,27.4,30.1,24.2,50.6,46.2,31.8,33.5,63.4,-10.3,1,2023
"705",36,23,102.2,95.5,0.687,51.2,48.1,17.3,20.9,25.5,25.9,33.1,29.2,47.3,48.4,38.1,31.9,62.6,-7.6,0,2017
"2395",33,18,106.1,112.9,0.3293,51.7,50.2,19.3,15.8,33.6,31.2,49.3,29.8,50.7,48.9,35.8,35.6,67.6,-9.7,1,2014
"899",31,16,103.2,98,0.644,49.7,47.1,18.9,19.5,28.3,30.6,40.9,40.1,50.1,46.1,32.8,32.7,73.6,-6.3,0,2016
"825",30,13,95.4,111.2,0.1467,45.6,51.9,18.7,20.5,33.5,30.7,39.3,41.7,44.8,51.9,32,34.6,70,-15.8,0,2018
"1202",29,12,101,107.5,0.3286,51.5,52.9,19.1,15.4,24.6,28.4,24.2,31.6,49.3,52,36.3,36.4,67.9,-12.6,0,2019
"2441",36,28,118.6,98.8,0.8903,54.2,47.7,14.5,15.9,28.8,28.5,36.4,30.7,54.4,46,35.8,34.1,71.6,7.5,1,2014
"2582",16,7,98.6,103.2,0.3708,50.5,51.3,18,20.9,22.3,27.3,34.1,29.3,50.5,51.1,33.7,34.5,69.5,-7.4,1,2021
"3420",31,17,102.4,101.7,0.5195,49,47.6,18.1,16,28.9,26.1,31.6,29.3,49.2,49,32.5,29.7,64,-9.8,1,2023
"210",30,7,96.5,106.2,0.2504,47.7,51,23.5,19.1,30.6,34,30.7,40.1,45.9,45.1,34.6,39.6,70.1,-14.7,0,2017
"3181",37,24,115,93.2,0.9177,54.2,47.1,16.6,13.9,25.3,23.5,28.4,19.7,55.1,45.7,35.4,33.6,67.7,2.2,1,2023
"2721",24,13,103.9,102.7,0.5331,54.7,49.6,19.3,19.5,27.6,26.1,26.1,31.4,54.6,50.1,36.6,32.6,66.3,-10.4,1,2021
"92",31,9,94.1,104.9,0.2223,47.9,52.3,18.5,21.1,18.8,32.8,26.9,30.4,52.1,52.1,28.8,35.1,67.2,-14.9,0,2018
"3506",35,23,109.5,101.7,0.7016,56.4,48.2,17,17.2,21.4,22.8,31.5,30.4,58.8,48.6,35.8,31.8,70.5,-6.9,1,2023
"1389",27,10,89,112.6,0.0628,45.7,52.7,24.1,18.2,30.1,31.5,30.5,36.5,45,55.3,31.3,32.1,67.1,-16.7,0,2019
"213",32,15,103.7,102.3,0.5395,48.9,50.4,21.8,18.4,29.5,28.3,42.8,33.1,47.2,48.2,34.3,35.9,69.6,-6.2,0,2017
"714",32,22,107.8,106.8,0.527,52.6,52.8,17.6,20.5,33.5,28.6,42.1,36.8,52,50.5,35.8,37.1,74.9,-3.4,0,2018
"3722",29,16,100.6,103.1,0.4299,49.4,51.1,17.9,17.3,31.3,25.3,29.3,45.1,48.9,52.7,33.4,32.4,66.4,-11,1,2024
"4172",34,15,101.3,111.9,0.241,48,52.5,16.1,17.8,31.3,27.2,33.8,33.8,46.8,52.6,33.3,34.9,67.2,-16.2,1,2025
"2545",25,4,90.4,114.7,0.0603,43.2,54.1,22.5,18.4,27.2,32.2,38.6,38.3,41.9,51.2,30.8,40,67.9,-16,1,2021
"1169",33,17,103.3,102.5,0.5223,49.3,48.9,17.6,19.2,33.3,32.8,40.2,31.9,48.3,46.3,34.2,35.2,61.1,-9.5,0,2015
"4002",35,25,112.2,107.4,0.6209,57,52.3,15.9,15.4,25.8,22.4,33,35.2,57.9,51.9,37,35.4,68.9,-4.1,1,2025
"687",33,14,106.6,113.3,0.3338,49,54.9,15.9,19.6,31,32.8,36.9,39,47.5,53.6,34.1,38,68.5,-13.7,0,2016
"3361",31,15,99.3,102.7,0.4053,46.4,50.2,20.2,19.2,34.5,27.9,32.2,32.4,45.2,50.5,32.8,33.1,70.5,-9.3,1,2023
"2287",35,23,116.7,100.4,0.8483,53.8,50.4,15.1,19.4,28.8,31.7,37.4,40.8,51.2,48.2,39.5,35.7,71.1,2.8,1,2018
"1887",36,22,112.4,95.3,0.8698,51.6,45.7,17.2,18.7,33.5,32.8,36.3,33.3,51.1,44.7,34.9,32.2,67.6,-2.5,0,2013
"3333",32,13,100,113,0.1968,52.4,52.8,18.9,17.7,26.5,29.9,28.3,37.9,56.2,53.1,31.9,34.8,65.4,-15.4,1,2023
"286",32,17,111.2,99.4,0.7844,52.2,48.9,19.2,17.5,29.7,28.8,38.1,29.4,51.6,45.7,35.6,35.6,69.4,-3.1,0,2017
"3422",30,17,99.5,101.1,0.455,48.2,49.5,16.3,18.3,25.8,27.3,27.9,34.6,48.4,49.4,31.8,33.2,66.5,-10,1,2023
"613",30,9,101.6,113.3,0.2215,49,53.6,15.6,15.7,22.7,33.8,29.8,32.5,45.5,54.5,37,34.6,73.2,-14,0,2016
"3706",32,13,111.2,112.3,0.4717,51.5,54.3,16.8,14.2,26.1,28.5,36.3,35.3,49.6,53.9,36.4,36.6,69.4,-10.8,1,2024
"3355",31,14,109.7,108.2,0.5398,53.8,54.5,18,16.9,24.1,30.2,43.3,27.7,51.8,53.2,37.4,37.4,69.2,-9.3,1,2023
"821",33,9,94.2,117.7,0.0723,47.2,53.6,19.5,18.7,27.5,36.5,32.1,36.2,44.8,54.4,35.1,34.8,68.4,-19.1,0,2018
"352",31,19,105.9,110.9,0.3714,53.9,53.8,16.6,19.6,27.2,33.3,35.5,32.3,50.9,54.7,40.8,34.8,62.7,-6.8,0,2015
"2786",26,18,105.2,102.8,0.5658,54.3,50.2,18,16.8,26.1,26,24.8,27.1,53.9,52.1,36.6,31.4,67.9,-6.3,1,2021
"3774",32,14,102.5,109,0.3292,51.1,54.5,16.7,18.2,30.3,26.8,33.5,32.6,52.6,54.7,32.2,36,63.8,-15.3,1,2024
"3655",32,20,108.4,103.3,0.6344,52.3,48.4,18.2,14.4,34.1,26.1,31.6,33.3,52.6,48.9,34.5,31.7,69,-3.8,1,2024
"3963",30,22,114,104.1,0.7395,54.7,49.1,14.5,16.1,32.7,25.9,31.8,28.9,53.3,48.2,38.4,33.4,67.7,-2.6,1,2025
"373",28,15,102.9,110.8,0.2979,52.5,56,16.1,22.2,25.7,31.3,38.1,36.8,53.9,56.2,33.4,37.2,73.6,-12,0,2017
"2219",31,26,105.3,101.3,0.6106,53.5,46.7,17.8,18.6,26.3,28.4,38.2,34.5,50.9,45.9,37.9,32.1,72.3,-1.8,1,2017
"2269",35,27,117,100.4,0.8528,56.3,49.9,17.5,16.7,33.2,25.1,36.9,31.2,56.7,47.7,36.9,35.8,68.3,3.8,1,2018
"2145",33,21,105.4,92.3,0.8211,48,44.3,18.9,16.8,32.5,30.7,31.2,32.5,48.8,41.7,30.2,33.6,66.5,0.5,1,2013
"2798",27,21,102.7,93.4,0.7479,50.5,45.6,18.4,18.8,27.1,23.4,35.3,26.4,49.7,46.4,34.6,29.6,69.6,-1.7,1,2021
"2659",27,10,95.9,106.5,0.2308,45.4,49.1,19.6,16.3,28.1,26.6,34.1,30.7,44.4,49.3,31.5,32.6,64.7,-14.2,1,2021
"2456",24,20,118.1,91.1,0.9521,54.9,44.9,16.3,15.1,29.4,24.8,28.9,24.5,53.3,42.3,38.7,33.5,66.9,7.2,1,2021
"4119",33,17,103.1,108.5,0.3571,51.3,48.8,21.1,17.4,33.8,30.3,41.4,39.3,52.5,48.1,32.6,33.4,70.8,-12.9,1,2025
"859",31,16,105.9,102.2,0.6012,48.8,49.6,17.9,18.5,27.1,27.1,45.8,40.9,47.2,47.9,36.9,34.9,68,-8.9,0,2017
"2896",29,20,108,109.3,0.4645,53.3,54.4,15,17.7,22.4,30.5,22.1,30.2,54.8,56.1,34.2,35,62.3,-5.6,1,2022
"1049",30,13,103.8,104.1,0.4924,52,52.8,18.1,14.7,20,28.5,27.2,27.9,50.6,52.6,36.6,35.4,69,-7.9,0,2017
"2920",32,25,106.6,98.4,0.7163,55.7,49.4,16.8,20.9,24.4,27.8,25.9,23.5,60.7,48.7,32.8,33.7,69,-0.2,1,2022
"23",37,32,120.9,90.4,0.9662,55.7,45.1,17.8,18.5,32.2,27.9,38.6,37.3,52.7,43.4,41.3,32.5,70.1,11.6,1,2016
"272",32,15,105.7,100.8,0.6322,50.4,48.4,18.1,15.5,27.6,30.9,28.6,32.8,48.3,43.8,35.9,37.7,60.6,-4.2,0,2015
"1190",28,6,96.7,112.4,0.1515,48.1,56.7,18.9,17.9,26.6,32.3,29.5,39.7,48.2,54.2,32,40.7,70.1,-17.3,0,2017
"600",32,8,99.2,109.4,0.2449,43.6,54.4,17.4,18,30.8,28.5,40,39,41.5,51.9,31.8,40.3,65.4,-16.8,0,2015
"1021",29,13,98.7,105.1,0.3282,47.8,53.2,18.2,21.5,27.3,31.1,32.6,39.7,47.7,54.4,32,34,78.6,-11.3,0,2019
"3766",29,16,104.1,110.4,0.3394,53.3,50.6,19.1,14.3,25.2,26.6,39.7,31,53.4,51.8,35.4,32.1,67.2,-10.5,1,2024
"1692",29,16,97.2,99.4,0.4343,49.3,42.8,20.5,18.3,32,30.1,39.3,53.7,48.2,41.4,34.6,30.5,67.6,-7.3,0,2014
"3029",24,9,96.3,100.7,0.3768,48.2,50.8,17.4,19,23.6,26.6,24.5,28.4,46.6,50.5,33.4,34.2,64.7,-11.2,1,2022
"1058",31,12,107.5,109.5,0.4469,54.1,53.5,19.4,16.4,24.6,31.2,24.7,28.5,51.7,54.2,37.7,34.9,69.6,-9.9,0,2018
"3352",33,14,114.4,102.9,0.7722,52.4,51.5,18.9,18.3,31.2,26.4,29.4,28.6,51.1,50.4,36.3,35.4,65.7,-6.2,1,2023
"1063",31,15,101.4,97.6,0.6083,51.2,47.9,20.8,17.2,29.9,28.3,36.1,32.9,53.2,46.4,31.7,34.5,71.2,-5.8,0,2019
"4197",32,10,99.2,112.1,0.1965,48.7,53.4,19.9,13.5,31.2,28.2,43.9,33.3,50.7,55.4,30.7,32.4,67.8,-16.1,1,2025
"4091",31,16,105.6,109.2,0.4031,51.7,51.4,19.2,17.6,30.8,33.9,22.7,29.9,55.4,52,31.8,33.4,70.7,-9.7,1,2025
"1627",24,9,94.7,112.8,0.1187,46.7,53.2,23.4,19.7,34.1,33.1,51.8,42.5,45.6,52.7,32.9,36.4,71.8,-10.2,0,2014
"3731",24,13,106.4,109.6,0.4158,52.5,52.8,17.8,17,27.9,28.6,29.3,28.5,50.2,54.1,37.4,33.9,68.5,-9.9,1,2024
"231",37,22,106.5,94.7,0.7946,46.9,47.6,17.4,17.6,32.5,26.9,28.8,38.8,47.1,46.5,31,33,69.4,-2.9,0,2019
"2642",16,10,92.1,104.1,0.1978,47.7,48.7,20.3,18.8,28.6,29.6,24,26.7,51,49.5,28.9,31.5,71,-6.6,1,2021
"1862",33,19,102.4,102.5,0.4976,46.3,46.5,18.7,15.9,33.1,32,42,33,46.2,44.2,30.9,34.4,67.5,-6.1,0,2013
"791",30,22,102.5,98.4,0.6142,53.2,42.1,19.8,20.2,31,30.8,37.2,41.1,53.1,41.3,35.6,29.1,59.9,-2.4,0,2015
"173",32,21,107.5,110.2,0.4291,54,52.4,16.3,17.7,24.4,27.3,35,35.1,51.5,52.2,38.5,35.2,72,-7.4,0,2017
"1412",29,22,100.4,98.1,0.5685,48.4,47.8,18.2,20.9,29.1,27.9,42.1,31.6,47.8,47.3,33,32.5,70.4,-3.2,0,2017
"531",30,14,102.3,107,0.3733,54.4,52.7,18.3,15.6,24.5,26,31.3,30,55.8,51.1,35,36.9,70,-11.1,0,2019
"1054",35,19,107.6,98.5,0.7341,51.9,49.7,20.6,15.9,32.8,27,41.6,29.2,50.3,47.9,36.9,35.1,71.9,-4.3,0,2018
"2722",22,13,94.8,102.3,0.2935,48,51,21.4,22.1,30.4,31,29.1,31.4,49.1,48.9,30.9,36.2,66.9,-10.5,1,2021
"43",37,23,111.9,93.6,0.8857,50,47.3,18.1,20.4,33.5,35.3,35.4,28,47.2,48.1,36,30.7,65.5,-0.3,1,2016
"4003",34,22,108.8,104.4,0.6163,50.9,48.9,16.6,16,30.7,28.7,32.4,31.2,53.3,49.8,31.5,31.5,68.6,-4.1,1,2025
"2506",22,16,111.9,100.7,0.7715,55.8,51.1,17,20,28.7,27.4,29.6,30.2,56.4,51.6,36.6,33.7,69.3,-2,1,2021
"2254",34,29,112.5,95.9,0.8618,53.7,47.7,14.6,19.2,27.2,24.9,40.8,28,54.9,46.3,34.7,33.2,70.8,3.8,1,2019
"1204",30,25,107.7,96.6,0.7788,55.4,47.9,18.4,20.1,28.7,30,24.9,24.2,56.7,48.6,36,31.2,68,-0.4,0,2019
"3662",30,21,110.7,106.6,0.6082,52.1,50.3,14.3,17,27.5,27.9,32.5,29.4,52.3,50.2,34.5,33.7,65.3,-6.2,1,2024
"3938",36,21,119,102.9,0.8422,54.5,51.1,15.3,15.8,30.3,27.7,29.2,30.4,51.3,50.5,39,34.5,63.5,-2.9,1,2025
"413",29,18,109.2,109.5,0.4905,51.9,52.9,15.9,20.6,31.9,31.7,35,32.3,49.8,53.3,38.2,34.7,66.9,-5.7,0,2016
"4105",31,14,105,109.5,0.3815,49.8,53.1,17.6,18.2,32.1,29.1,35.8,31.3,51.2,52.5,31.3,35.9,67.5,-11.4,1,2025
"2339",29,17,106,106.6,0.4831,54.1,47.8,19,13.8,28.4,28.7,49.7,35.1,51.1,47,39.4,33.7,64.3,-6.9,1,2014
"2858",29,26,105.7,103.7,0.5541,51.5,51.4,18.4,20,33.2,24.5,35.4,26.5,47.9,53.9,38.4,32.1,65.8,-2.3,1,2022
"3215",33,24,111.3,106,0.6388,52.8,47.5,18.1,15.1,30.2,30.4,36.9,33.2,50.4,47.1,37.6,32.3,64.9,-3.8,1,2023
"196",30,14,97.6,101.8,0.3809,46.4,49.9,19.9,20.3,32.6,29.3,34.7,36.1,45.5,49.6,32,33.7,63.7,-8.9,0,2015
"2383",32,17,103,115.6,0.209,51.2,52.4,17.7,21,28.4,35.8,33.3,46.9,49.5,52.1,36.4,35.4,72.5,-9.9,1,2016
"4128",33,13,102.1,108.2,0.3395,49.5,49.7,16.9,14.4,27.2,31.1,34.2,33.6,51.5,50,31.2,32.7,66.5,-14.4,1,2025
"614",30,9,94.9,102.4,0.2941,46.3,52.1,18.8,22.3,28.9,32.7,29.6,41.8,46.5,51.7,30.7,35.3,67.2,-15.7,0,2017
"875",32,24,106.2,101.2,0.6349,53.3,48.7,19.1,16.8,24.3,26,32.6,29.4,53.2,50.8,35.7,30,70.6,-2.9,0,2019
"3837",29,9,98.3,111,0.198,49.4,50.1,19.1,12.7,29.3,30.5,32.5,29.5,50,50.6,32.1,33,69.3,-17.6,1,2024
"2606",23,8,93.2,112.5,0.1035,45.6,57.3,21,20.6,28.7,32.9,28.3,36.5,43.3,58.2,33.2,37.4,67.6,-12.7,1,2021
"304",31,14,104.9,96.1,0.7336,47,49.2,19.1,17.4,33.4,27,31.7,32.4,47.2,47,31.2,35.3,69,-3.5,0,2019
"3229",27,3,86.9,116.7,0.0328,45.6,55.1,22.7,16.7,24.7,30.3,31.7,32.1,44.8,54.6,32,37.4,72.5,-21.3,1,2023
"912",29,12,99.8,105,0.3596,47.6,54.9,18.8,20.6,27.4,28.8,32,33.3,46.8,51.3,32.5,39.7,66.9,-11.8,0,2018
"1667",32,11,104.7,106.2,0.4601,47,51.4,18.2,17.8,32.5,32.9,36.6,45,46,49.1,32.9,37.4,68.5,-9.9,0,2014
"1380",28,11,94.4,114.4,0.0992,48.3,52.1,20.8,17.9,27.1,33.1,33.7,40.1,47.8,50.4,32.7,36.3,69.2,-16.4,0,2018
"2066",35,20,107.8,93.8,0.8329,50.3,48.3,18.7,18.2,27.6,25.9,33.7,31.8,49.7,47.9,34.1,32.7,67.2,0.9,1,2019
"63",32,22,102.1,91,0.79,48.9,43.9,20.8,21.8,32.3,29.2,47.3,46,50.1,45,30.5,27.3,65.9,-1.1,0,2015
"3685",30,15,107.8,106.4,0.5371,50.9,52.8,18.5,15.9,28.6,29.1,38,27.8,49,53.7,36.1,34.4,67.1,-7.3,1,2024
"2021",30,12,101.5,106.6,0.3617,48.4,50.8,18.2,19.8,34.3,33.9,31.6,37.8,48,51.3,32.8,33.2,66.5,-13.1,0,2013
"2943",32,13,103,98.3,0.631,48.8,50.3,18,16.3,27.3,24.9,25.1,30,50.5,49.1,30.9,34.9,67.3,-6.8,1,2022
"30",36,27,116.6,88.9,0.9576,51.6,45.8,16.9,21,32.1,29.5,40.2,34,50.3,45.7,35.9,30.5,70.2,6.4,1,2017
"526",30,11,99.2,110,0.2335,52,53.6,18.4,15.2,22.4,28.3,24.3,29.4,52.2,51.5,34.6,37.8,69.5,-16.3,0,2019
"355",32,16,111.6,112.9,0.4674,56.4,54,16.1,15.9,26.7,29.2,35.9,37.9,55.4,53.3,38.4,37.4,69.4,-10.7,0,2016
"3782",29,10,103.8,111.1,0.3125,48.4,52.6,16.9,17,27.9,33,36.2,32.2,50.8,53,29.4,34.3,69.5,-15.3,1,2024
"2551",19,5,98.9,94.3,0.6346,46.1,48,22.1,20.1,31.8,31.6,23.7,35.3,45.7,49.1,31.5,30.9,70.2,-5.8,1,2021
"2752",24,15,101.5,97.9,0.6002,48.9,51.5,18.3,21.7,25.3,27.4,36.3,28.3,47.9,52.6,33.8,33.1,67,-3.9,1,2021
"1207",27,12,106,114,0.3011,52,56.6,17.3,16.9,25.1,31.8,25.8,31.7,54.2,57.5,33.5,37.1,75.3,-10.9,0,2019
"386",30,13,100.7,108.1,0.3062,50.4,54.6,17.4,16.6,22.6,25.9,35.9,41.6,48.2,53.2,36.1,38.2,72.8,-12.3,0,2018
"3303",33,11,98.3,113,0.1674,49,55,21.6,18.4,33.3,30.9,29.2,34.9,49.2,52.1,32.4,39.7,66.1,-16.7,1,2023
"1067",32,11,105,108.8,0.3986,52.8,54.7,19.2,17.1,25.2,29.5,30.3,28.4,51.5,54.9,36.4,36.2,71.8,-12.2,0,2019
"3140",29,9,93.4,110.1,0.1306,45.4,51.5,19.7,20.4,27.9,30.9,28.8,35.5,43.7,52.7,33.7,32.9,66,-16.7,1,2022
"1079",33,18,101.7,107.4,0.3486,52.2,50,19.6,17.1,26.5,28.1,37,33.9,51,50,36.1,33.3,70.6,-10,0,2016
"3240",27,6,91,111.2,0.0913,45.7,54.4,23.5,19,30.1,29.4,29.3,37,45.1,50.6,31.4,39.5,67.5,-17.5,1,2023
"3531",34,25,118.9,94.6,0.9328,55.1,49.7,14.3,21.1,26,30.8,25.6,28.2,56,49.2,35.8,33.6,69.1,6.5,1,2024
"747",31,16,107.9,102.9,0.6338,52.7,51,16.6,17.3,27.9,24.6,34.3,28.8,51.7,46.6,36.3,38.9,70,-9.8,0,2016
"2542",20,4,103.3,102.3,0.5269,49.8,55.5,19,18.7,25.4,28.8,29.7,29.1,49.9,56.7,33.1,35.5,71.4,-7.6,1,2021
"3443",31,18,101,107.2,0.3359,49.1,51,15.7,15.6,25.5,25.2,33.8,34.1,48.7,51.4,33.1,33.3,67.5,-9.8,1,2023
"3269",29,10,101.1,107.4,0.3348,48.6,52.8,17.5,18.7,28.4,29.9,24.9,27.7,47.4,52,33.6,36.4,67.5,-15,1,2023
"195",37,26,104.3,92.3,0.8029,44.2,44.5,14.6,18.8,31.8,29.2,35.6,33.5,43.4,43.3,30.4,31.4,65.9,-0.4,0,2015
"678",31,7,93.7,104.5,0.2203,45.2,48.3,20.2,18.3,27.3,33.9,37.1,42.7,43.2,47.2,32.2,34.3,62.1,-18.5,0,2015
"299",33,12,109.7,99.1,0.7633,49.6,52.2,18.4,21.8,29.1,31.9,29.5,42.4,48.2,53.6,34.5,33,71.9,-5.5,0,2019
"1604",31,9,99.8,104.7,0.3679,46.6,50.3,18.9,19.5,32.8,34.5,42.4,43.5,48,51.1,29.1,32.4,68.9,-15.1,0,2014
"2028",31,12,99.6,107.4,0.2974,47.6,49.9,18.9,20.4,34.6,35.1,30.9,47.1,46,50.5,34,32.5,66.5,-13.2,0,2013
"1227",31,14,108.7,99.1,0.7448,51.7,48.9,18,18.5,29.7,32.9,29.5,36.3,52.6,47.5,33.4,34.3,70.2,-6.2,0,2016
"2189",31,17,110.7,95.4,0.8469,50.2,46.5,18.5,21.1,26.9,32.6,39,42.1,49.2,44.1,34.6,34.4,64,0.2,1,2015
"28",38,34,117.5,86.9,0.97,53.5,45.1,16.5,20.6,34.5,22.4,47.1,37.3,53.3,42.7,36,33.5,66.7,9,1,2015
"3757",33,16,102.3,107.7,0.3566,50,52.8,14.9,22.2,28.3,30.8,28.5,37.5,48.2,54.1,35.3,34,66.9,-12.5,1,2024
"1269",26,7,95.3,112.8,0.1254,47.4,52,20.5,19.4,33.4,31.9,42.6,46.6,46.7,51.4,32.6,35.6,72.8,-15.9,0,2016
"3528",34,27,113.6,86.5,0.9583,51.9,47.1,15.7,25.7,31.6,29.4,36.1,35.2,51.7,46.9,34.9,31.5,67.6,6.9,1,2024
"3743",31,18,96.3,100.2,0.3862,50.8,47.1,18.4,20.4,23.1,26.8,29.8,35,49.3,46.8,35.6,31.8,64.5,-10,1,2024
"1797",29,15,97.9,103.5,0.3451,48,48,17.9,19.7,34.1,31.5,32.7,41.5,48.2,47.6,31.6,32.5,66.1,-10.2,0,2013
"1875",33,20,103.4,105.9,0.4313,51,52.2,19.8,22.3,31.4,35.7,38.8,29.1,48.3,53.4,37.1,33.2,63.9,-6.8,0,2013
"2379",31,25,101.4,101.3,0.5043,51.3,45.3,17.8,19.8,31.6,31.2,34.2,28,52.7,46.1,32.7,29.2,68,-5.1,1,2017
"1082",30,6,99,114.4,0.1606,50.5,52.9,18.2,16.7,22.3,32.9,31.6,35.1,47.9,52.5,36.5,35.7,70.5,-19.4,0,2016
"1115",28,10,93.5,106.2,0.188,45.3,48.3,20,17.6,29.7,32.7,33,34.7,44.1,47.6,32,33.1,66,-13,0,2015
"2627",23,9,103.8,94.1,0.7576,50.3,50.2,17.2,17.9,19.9,25.8,26.8,33.7,49.1,50.5,34.6,33.2,68.6,-2.9,1,2021
"712",33,19,107.8,113.9,0.3486,50.8,52.6,15,15.5,30.9,31,38,29.5,49.2,50.2,35.8,38,74.7,-8.2,0,2018
"3282",32,10,96.4,113.5,0.1322,48.1,51.3,17.9,16.4,28.5,28.2,23.3,26.5,47.5,50.2,32.7,35.4,64.3,-18.5,1,2023
